10th_percentage,12th_percentage,college_percentage,english_1,english_2,english_3,english_4,quantitative_ability_1,quantitative_ability_2,quantitative_ability_3,quantitative_ability_4,domain_skills_2,domain_test_3,domain_test_4,analytical_skills_1,analytical_skills_2,analytical_skills_3,specialization_in_study_C,specialization_in_study_D,specialization_in_study_E,specialization_in_study_G,specialization_in_study_I,specialization_in_study_J,specialization_in_study_L,performance,cluster_kmeans,cluster_agglomerative,cluster_dbscan
4.343805421853684,4.442651256490317,4.227709274289524,3.9858344376613783,4.272499631006497,4.110873864173311,4.304147994758622,3.028786471791609,3.9020331528359216,3.784570465404933,4.002909331377755,4.299485304444125,4.088002655696816,4.352112842423541,3.983920744607727,3.8133908582990035,3.8974343479433933,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,BP,0,0,0
4.377014092850337,4.128745988939433,4.244200317766478,4.311938149744564,4.179469872959103,4.4596187897470205,4.102795460147231,3.848052628876799,4.137988917438128,3.8812757878034905,4.122180872416186,4.1967150005400535,4.217985248652651,3.7856815529683003,4.371746704054132,4.406873603982936,4.356856178049175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LP,0,0,0
4.341204640153626,4.384024637336554,4.323602714536165,3.950154591590486,4.159778383096172,4.292118504158551,4.304147994758622,3.4703359620230363,3.9720979869632513,4.050472452172167,4.103264201275367,4.427642873811284,4.419671172628398,4.210991510764486,4.348516855775004,4.202044112356595,4.41412099881386,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,BP,1,1,0
4.528289141652134,4.4331949212482815,4.163715140146772,4.311938149744564,4.436035188450542,4.4166476244615875,4.413950260172473,4.066922819104467,4.2465258104071015,4.321502391897514,4.002909331377755,4.510068617516435,4.197461182919256,4.508450253825616,4.275402694969284,4.059788060190074,4.248002509839341,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,MP,1,1,0
4.48863636973214,4.442651256490317,4.390738575275903,3.950154591590486,4.217726426872649,4.324734522057079,4.235528095240935,4.0384389794620335,4.390003715033287,4.030823524514123,4.39872175249879,4.392671218387576,4.176507037515036,3.994241894875175,4.4166476244615875,4.343147635281701,4.441568858874154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
4.493120682179469,4.389498649512583,4.285653390016292,4.205255682468906,4.217726426872649,4.090802944556136,4.443228498731614,3.824474971796436,4.35985143457239,4.306553313149572,4.064322261444903,4.461432725804334,4.197461182919256,4.4922385021575435,4.4383640044786965,4.163421818334223,4.544394690721865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
4.497584975308154,4.4796069630127455,4.207673247529104,3.950154591590486,4.549980608289045,4.110873864173311,4.217611285228148,3.947769848042306,4.2465258104071015,4.306553313149572,3.9815706363024477,4.106145164027274,4.23809653482846,4.4419640302799515,4.049410589742843,4.326560756413883,3.9430314873214005,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,1,1,0
4.401829261970061,4.454347296253507,4.17315574264639,3.950154591590486,4.098264681667204,4.130549855552453,4.320591676955264,2.8560932744406706,3.9020331528359216,3.9481232555124235,4.158973397200329,4.392671218387576,4.23809653482846,4.294052617985675,3.876866748443569,4.182919413956871,3.9430314873214005,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,MP,0,0,0
4.39197696552705,4.293195420967266,4.308783672906164,4.286315431074036,4.2545731851940936,4.4311774841492975,4.122870409126571,3.775583406804377,4.280235920656845,4.125420897679919,4.083982778718484,4.461432725804334,4.217985248652651,4.16672180568988,4.178109935897883,4.375518158647089,4.007751070737925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
4.449685283147696,4.343805421853684,4.3294166844015844,3.554269312733238,4.198781084250281,4.090802944556136,4.082309237192547,4.147807632090925,4.404745634548045,4.069742727634187,4.39872175249879,4.510068617516435,4.314725680840401,4.37074055809487,4.371746704054132,4.143536494175161,4.400109280155672,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,1,1,0
4.537747509670657,4.516120369154581,4.305550475963267,3.9858344376613783,4.307416331571524,4.2411087213914245,4.199367597626988,4.066922819104467,4.35985143457239,4.125420897679919,4.39872175249879,4.259635425735073,4.217985248652651,4.253384210023163,3.9494939368576394,4.202044112356595,3.8248862287267724,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,MP,1,1,0
4.518740457989703,4.410735561310335,4.2626798770413155,3.8747325036893616,4.217726426872649,4.110873864173311,4.270426515884288,3.6559666729122022,3.9720979869632513,4.228259959319758,4.140746336499971,4.279758853560835,3.990897922746559,3.9389562961384232,3.838474317405335,4.359463872593958,3.502065061008351,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,MP,0,0,0
4.39197696552705,4.276666119016055,4.341204640153626,4.117041012921229,4.40539788373594,4.401903531345119,4.199367597626988,4.121566294297025,4.263522905248385,4.050472452172167,4.41283332513199,4.477908920251647,4.277144931570092,4.2324124861932075,4.4596187897470205,4.466780719058993,4.441568858874154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
4.516776035225496,4.509870006133767,4.410371107683024,4.020284968191802,4.436035188450542,4.149846160979519,4.235528095240935,3.362763244322895,4.19372917384803,3.834091661298051,4.122180872416186,4.1967150005400535,3.990897922746559,4.273925139684633,4.16877715700487,4.495440081307168,4.007751070737925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,0,1,0
4.39197696552705,4.254193263163997,4.341204640153626,3.8347751307063667,4.217726426872649,4.130549855552453,4.304147994758622,3.028786471791609,4.037573533712136,3.904058411191573,4.122180872416186,4.318830138277606,4.277144931570092,4.2324124861932075,4.017201686373226,4.481213066550129,3.5690469058475767,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,0,0,0
4.421247347827163,4.409155302062135,4.26689632742025,3.704325583812242,4.179469872959103,4.149846160979519,4.235528095240935,4.0384389794620335,3.9720979869632513,4.306553313149572,4.2287305991680135,4.427642873811284,4.088002655696816,4.273925139684633,3.713572066704308,3.9441592868505375,3.6009271957627536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,0,0,0
4.557344556505487,4.518195171973685,4.2631023230097185,4.233012113243161,4.436035188450542,4.340652088535196,4.428696527531726,3.848052628876799,4.078957322440411,4.125420897679919,4.194460133301364,4.174829894667719,4.2961118349070055,4.18910161407383,4.348516855775004,4.466780719058993,4.231437612270768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
4.32280727501391,4.279440045898781,4.163559631243574,4.147318832914106,4.465761684330117,4.090802944556136,4.320591676955264,3.737279222026215,4.0584794900478505,4.17816183043781,4.002909331377755,4.356432086685059,3.990897922746559,4.16672180568988,4.017201686373226,4.239230029071393,3.8738316473645598,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,MP,0,0,0
4.26549281841793,4.276666119016055,4.2581626474514955,4.020284968191802,4.2545731851940936,4.292118504158551,4.235528095240935,4.009119963551794,4.19372917384803,4.336231283248689,4.2287305991680135,4.0821603231848975,4.133233655408821,4.096410553113124,4.4383640044786965,4.343147635281701,4.468283416683491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MP,1,1,0
4.418840607796598,4.496024738727294,4.350277936359301,3.0798306067169383,4.236319506883544,4.028053664818881,3.9257927958944214,3.4179953924689404,3.9020331528359216,4.069742727634187,4.023802183684769,4.279758853560835,4.064596086821325,4.18910161407383,3.9494939368576394,3.8938848149729455,4.007751070737925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,0,0,0
4.484131857611035,4.388257184424518,4.122445992332976,4.517060435853095,4.536427510678993,4.5403892112185895,4.512879981342133,4.547992485559072,4.61512051684126,4.61512051684126,4.39872175249879,4.152455093930257,3.911333112334208,4.37074055809487,4.4166476244615875,4.466780719058993,4.41412099881386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
4.530877581406236,4.499809670330265,4.355425952876702,4.361294330078631,4.373792187537784,4.445499247023378,4.457552313063485,3.775583406804377,4.19372917384803,3.9481232555124235,4.1768741705467525,4.410309915394982,4.197461182919256,4.524403371930556,4.275402694969284,4.015127814334378,4.311647334558471,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,BP,1,1,0
4.444296960400006,4.37260741275739,4.274441423993944,3.8347751307063667,4.290110370545317,4.110873864173311,4.102795460147231,3.848052628876799,4.2116395657474115,4.107203798580328,3.9146784361866764,4.239098714653276,4.155104401400651,4.459004572125769,3.983920744607727,3.992026763949795,4.007751070737925,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,0,0,0
4.516776035225496,4.566948973167894,4.360675308762846,4.020284968191802,4.272499631006497,4.049410589742843,4.270426515884288,3.737279222026215,4.037573533712136,4.2913773636483965,4.002909331377755,4.057586043197269,3.6617917341631876,4.313782961091646,4.080614369410199,4.375518158647089,4.007751070737925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,0,0,0
4.511957804265912,4.449685283147696,4.342635907068963,4.117041012921229,4.373792187537784,4.16877715700487,4.352689433643846,4.0384389794620335,4.2465258104071015,4.125420897679919,4.355151367258069,4.3747158028876605,4.385898439897867,4.2324124861932075,4.4804311954929545,4.292538083850756,4.311647334558471,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,BP,1,1,0
4.421728001525434,4.4961362649639565,4.288814252951703,3.704325583812242,4.236319506883544,4.20559677858457,4.040033048447265,3.737279222026215,4.344427360768235,4.195141608448784,4.044267443113671,4.259635425735073,3.7628026801391043,4.071830232384593,4.324734522057079,4.163421818334223,4.385898439897867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,0,0,0
4.454347296253507,4.356708826689592,4.42484663185681,3.704325583812242,4.198781084250281,4.16877715700487,4.142550272838952,4.147807632090925,4.35985143457239,4.306553313149572,4.369886769811303,4.494118044079273,4.176507037515036,4.313782961091646,4.394449154672439,4.257316975378507,4.144228818404392,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,1,1,0
4.390366758948883,4.404277243608702,4.324132656254979,4.020284968191802,4.494629965983458,4.110873864173311,4.235528095240935,4.066922819104467,4.2465258104071015,4.321502391897514,4.355151367258069,4.427642873811284,4.368574489966092,4.333131537991926,4.196518186951408,4.422190184618976,3.8496583649096943,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,1,1,0
4.333361462692601,4.279440045898781,4.273187854639731,3.163004041343948,4.098264681667204,3.9611017282491257,3.9730661610833784,3.6559666729122022,3.852438261912487,4.050472452172167,4.2287305991680135,4.259635425735073,4.350945121972843,4.210991510764486,3.6206979416978653,3.992026763949795,3.466812908827365,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,0,0,0
4.3694478524670215,4.418840607796598,4.341204640153626,3.7931544751752395,4.1396913363171315,4.16877715700487,4.180784883211417,3.812474347756843,4.11869633488221,4.228259959319758,4.044267443113671,4.356432086685059,4.064596086821325,4.37074055809487,4.049410589742843,3.9683794099808942,4.144228818404392,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,BP,0,0,0
4.2615524812060075,4.396422514957614,4.264509188745424,3.704325583812242,4.217726426872649,4.049410589742843,4.161850302574286,3.176002547577386,3.9492841767175904,3.9481232555124235,3.9146784361866764,4.392671218387576,4.01607231700591,4.210991510764486,4.017201686373226,4.202044112356595,4.048681686891539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MP,0,0,0
4.465908118654584,4.454347296253507,4.356708826689592,4.61512051684126,4.522688199960134,4.578452797649379,4.320591676955264,3.567452492333574,4.078957322440411,3.9263335275310034,4.194460133301364,4.239098714653276,4.217985248652651,4.18910161407383,4.500819261531618,4.437275702258614,4.519662380262805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
4.380525508547614,4.469694046425642,4.395806258082254,4.020284968191802,4.179469872959103,4.110873864173311,4.398983281687591,3.848052628876799,4.037573533712136,4.125420897679919,4.194460133301364,4.129568181228193,3.8833396819122057,4.2324124861932075,4.110873864173311,4.275082587410411,4.048681686891539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MP,0,0,0
4.548599834499697,4.514479320703588,4.2110900227464905,3.6068300173245573,4.290110370545317,3.983920744607727,4.217611285228148,3.2422080563421196,3.9944029152293012,3.9481232555124235,4.023802183684769,4.259635425735073,4.088002655696816,4.273925139684633,4.3003727813170425,4.375518158647089,4.264297476876404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,0,0,0
4.426043520090656,4.282206299391671,4.27999390910873,4.147318832914106,4.198781084250281,4.38693879267126,4.217611285228148,3.775583406804377,4.229234811621549,4.069742727634187,4.023802183684769,4.0323926210580305,4.197461182919256,4.333131537991926,3.6682128173053776,4.391318771774934,3.502065061008351,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,BP,0,0,0
4.504686647409769,4.335066045810379,4.333361462692601,3.0798306067169383,3.9625707990691206,3.983920744607727,3.9958903859316366,3.520072716717147,4.0584794900478505,3.9481232555124235,4.083982778718484,4.174829894667719,3.730253020628319,4.313782961091646,4.249793100764959,4.163421818334223,4.2961118349070055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,0,0,0
4.5290447955986,4.518195171973685,4.268717949166882,3.749726026880124,4.357606675992857,4.324734522057079,3.9012907738782605,4.094617748946925,4.229234811621549,4.2444167046671,4.211742167154885,4.318830138277606,3.9650733759425885,4.071830232384593,4.348516855775004,4.406873603982936,4.2961118349070055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,0,0
4.527424837363238,4.4810798007570405,4.274998061915358,3.704325583812242,4.272499631006497,4.223510378965765,4.018205269248019,3.5628142650944183,4.11869633488221,3.969448298612286,4.158973397200329,4.174829894667719,4.2578113182524255,4.352112842423541,4.049410589742843,4.292538083850756,4.028425778615572,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,MP,0,0,0
4.423648309364701,4.503469631161752,4.374372415737022,4.361294330078631,4.536427510678993,4.356320250815264,4.142550272838952,3.848052628876799,4.137988917438128,4.17816183043781,4.293937430584285,4.057586043197269,4.088002655696816,4.424628066953091,4.140244550969299,4.495440081307168,3.9204927825116296,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,BP,1,1,0
4.415582293202092,4.328098292648326,4.363098624788363,4.233012113243161,4.357606675992857,4.187356418789951,4.352689433643846,3.362763244322895,3.9492841767175904,3.990328063308333,3.9146784361866764,4.239098714653276,4.01607231700591,4.253384210023163,4.275402694969284,4.375518158647089,4.231437612270768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LP,0,1,0
4.4520190064939165,4.328098292648326,4.390738575275903,4.053588079182757,4.198781084250281,4.149846160979519,4.352689433643846,3.915623074772102,4.0584794900478505,4.143312062799161,4.245435238834609,4.3747158028876605,4.402927374172312,4.47575959255161,4.4166476244615875,4.275082587410411,4.468283416683491,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,BP,1,1,0
4.449685283147696,4.428433007488037,4.399375273008495,4.3369207130761875,4.272499631006497,4.4596187897470205,4.082309237192547,4.147807632090925,4.078957322440411,4.228259959319758,4.140746336499971,4.392671218387576,4.040628492573124,4.294052617985675,4.394449154672439,4.466780719058993,4.2961118349070055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP,1,1,0
