10th_percentage,12th_percentage,college_percentage,english_1,english_2,english_3,english_4,quantitative_ability_1,quantitative_ability_2,quantitative_ability_3,quantitative_ability_4,domain_skills_2,domain_test_3,domain_test_4,analytical_skills_1,analytical_skills_2,analytical_skills_3,specialization_in_study_C,specialization_in_study_D,specialization_in_study_E,specialization_in_study_G,specialization_in_study_I,specialization_in_study_J,specialization_in_study_L,performance
0.1153294565588723,0.40810359679561775,-1.5516718116481212,0.2661416718581853,-0.527277979163332,0.1665140674004967,0.2512586863158267,0.24318585124427702,0.18529667960725427,0.43183603021308586,0.048611746127708404,-0.08985223758749501,0.44601154597535564,-0.7561978696210907,1.4713169075010206,0.7270033848901774,1.4173394800408514,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
0.20084990548984596,-0.3526640379091086,0.2691541293081977,-1.0081301626952912,-0.527277979163332,-0.4607945688509587,-1.2070924924176443,-0.017134977492357883,-0.5283370701835868,-0.4627813846283154,0.2887780993142618,-0.1991312299852247,0.44601154597535564,-0.6190263855305225,0.22163775796324892,1.17257193840469,-0.16370463730784987,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
-0.2919375808628793,-0.9391076427232191,0.9927925151020136,0.7429527131227348,1.7478683195272466,0.9570002154985098,0.008185313151052084,-0.41409155431134986,-0.9184208386056525,-0.5842880921965469,-0.7276926906439102,-1.301876208288765,0.6376895312743248,-1.6564770791861207,-1.2355049241078795,0.23810363766568926,-1.5254856040824591,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
-0.2255546843528321,0.8399971082788256,0.8889413509273105,0.05154121445446934,0.396369773790341,-0.7290114378701963,0.008185313151052084,-0.11047803195912717,-0.1612876762974595,-0.22670405078689362,-1.6047223255506708,0.017182443184419423,-1.295393595134899,1.12045767213872,-0.12837643889035494,-1.600863266284935,0.3921212576358409,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
0.891001912407596,0.5936017684935241,0.5033989891076416,0.9140214378783235,1.539467682495826,1.0627308326635665,-0.9177703614091615,0.6234149305027061,1.1223148674258134,0.7365475549737788,-0.20039189502924507,0.3256976253447807,1.255121415699735,1.3170128717192517,-0.5102038553793697,-0.5978176834040042,-0.48502454310679066,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,1.6416826584999649,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
0.5728926327540703,-0.27695181407242936,-1.3120370417754996,0.05154121445446934,0.01489416329011081,-0.07745714339124168,-0.3734216104471174,0.15946448761170343,0.18529667960725427,1.1207931915579357,-1.2995752707628732,0.3256976253447807,-1.4367634429987273,0.48667649526569146,-1.2355049241078795,0.06397675907720794,-1.3403748534648985,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,1.6416826584999649,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
0.20084990548984596,-0.10644672024655354,0.8258712676701672,0.6535521313796487,0.6399289369057714,0.9570002154985098,-0.6401851521354681,-1.1655973899474519,0.513578059247818,-1.8008552957182926,-1.4504291266815554,0.7105477800723008,0.8221632333272081,-0.48506877478580374,-1.0800870176571342,0.406404795521294,-1.3403748534648985,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,MP
1.1301474480772034,0.963115380047337,0.1263778744366796,0.9959771750784887,0.9905206604616328,0.40197165887218256,1.3518544639623982,1.4511935724658573,1.9364434827615091,0.11132808411839684,2.0453619258881104,0.8928155229174486,1.8770644684607507,1.412813371718723,0.22163775796324892,-0.2090633254564715,0.8180483872899151,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,1.9917864129354075,-0.19409078514116102,BP
0.41484097252760577,0.8647581343317744,-1.1714550460723578,0.9959771750784887,-0.387870002503803,1.269348384183749,0.3696326322366487,-0.41409155431134986,-0.5283370701835868,-0.8347073643423211,0.2887780993142618,0.8928155229174486,1.255121415699735,-0.3541778791199758,0.22163775796324892,0.8799531166821344,-0.04411555897348457,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,MP
0.42599975904859033,-1.7979698033218876,-0.18279858249774775,0.5613599514946525,0.6399289369057714,1.3703322154345703,0.2512586863158267,0.6234149305027061,-0.2812459924148157,1.2132365742937348,1.671175399504276,0.017182443184419423,0.9118638323920377,0.14133340378366194,0.3321191641177918,-0.8040730054415385,0.7284189053993068,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,1.6416826584999649,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
-0.7440246946557999,-0.42102006130252,2.395883777373982,0.36786291438827307,-1.425485923173057,-1.6042506268747483,1.2494261647584546,1.5494487361283649,1.5876959437757756,1.9883643980184773,2.2249724946433553,-2.357002689241035,-0.2907585843841192,-1.6564770791861207,0.8447603464101787,1.312736845929649,0.4920598156566365,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,-0.6091311221583579,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,MP
-0.6827639579081916,0.07166037431675312,-1.4511670832788681,0.05154121445446934,-1.425485923173057,0.8495865892279901,0.2512586863158267,1.0130045118627624,1.4973646324201868,-0.34361621866750136,0.5207130055215823,0.42460695307651886,0.44601154597535564,1.12045767213872,1.3016238148550772,-0.2090633254564715,0.6360676061946425,-0.15378117130731137,-0.05754353376484361,-0.05754353376484361,1.6416826584999649,-0.05754353376484362,-0.5020618644176026,-0.19409078514116102,BP
